N. Instance,Solution Status,Height,Time,N. Failures
1,OPTIMAL_SOLUTION,8,0.013,0
2,OPTIMAL_SOLUTION,9,0.017,33
3,OPTIMAL_SOLUTION,10,0.018,24
4,OPTIMAL_SOLUTION,11,0.039,304
5,OPTIMAL_SOLUTION,12,0.051,397
6,OPTIMAL_SOLUTION,13,0.057,366
7,OPTIMAL_SOLUTION,14,0.076,586
8,OPTIMAL_SOLUTION,15,0.082,444
9,OPTIMAL_SOLUTION,16,0.196,1807
10,OPTIMAL_SOLUTION,17,0.233,1370
11,OPTIMAL_SOLUTION,18,0.821,5284
12,OPTIMAL_SOLUTION,19,0.416,2409
13,OPTIMAL_SOLUTION,20,0.98,6884
14,OPTIMAL_SOLUTION,21,0.613,3702
15,OPTIMAL_SOLUTION,22,2.785,17598
16,OPTIMAL_SOLUTION,23,8.512,45772
17,OPTIMAL_SOLUTION,24,5.479,29343
18,OPTIMAL_SOLUTION,25,9.645,49078
19,OPTIMAL_SOLUTION,26,26.725,110935
20,OPTIMAL_SOLUTION,27,5.957,26249
21,OPTIMAL_SOLUTION,28,5.61,25654
22,OPTIMAL_SOLUTION,29,27.226,108378
23,OPTIMAL_SOLUTION,30,7.206,31278
24,OPTIMAL_SOLUTION,31,2.663,13129
25,SATISFIED,33,299.5,952641
26,OPTIMAL_SOLUTION,33,64.411,239900
27,OPTIMAL_SOLUTION,34,4.659,19750
28,OPTIMAL_SOLUTION,35,13.28,58625
29,OPTIMAL_SOLUTION,36,19.15,69667
30,SATISFIED,38,299.505,1005960
31,OPTIMAL_SOLUTION,38,0.918,3855
32,SATISFIED,40,299.458,1038864
33,OPTIMAL_SOLUTION,40,1.001,3347
34,SATISFIED,40,299.502,1056999
35,SATISFIED,40,299.496,1117741
36,SATISFIED,40,299.47,1134072
37,SATISFIED,61,299.482,873422
38,SATISFIED,60,299.436,928453
39,SATISFIED,61,299.443,979506
40,SATISFIED,92,298.493,326461
