N. Instance,Solution Status,Height,Time,N. Failures
1,OPTIMAL_SOLUTION,8,0.006,4
2,OPTIMAL_SOLUTION,9,0.008,7
3,OPTIMAL_SOLUTION,10,0.009,13
4,OPTIMAL_SOLUTION,11,0.01,6
5,OPTIMAL_SOLUTION,12,0.026,285
6,OPTIMAL_SOLUTION,13,0.073,7
7,OPTIMAL_SOLUTION,14,0.013,1
8,OPTIMAL_SOLUTION,15,0.018,18
9,OPTIMAL_SOLUTION,16,0.026,189
10,OPTIMAL_SOLUTION,17,0.027,59
11,OPTIMAL_SOLUTION,18,0.319,1872
12,OPTIMAL_SOLUTION,19,0.386,2179
13,OPTIMAL_SOLUTION,20,0.507,3704
14,OPTIMAL_SOLUTION,21,0.419,2498
15,OPTIMAL_SOLUTION,22,0.359,821
16,OPTIMAL_SOLUTION,23,1.816,8412
17,OPTIMAL_SOLUTION,24,0.074,40
18,OPTIMAL_SOLUTION,25,0.967,4992
19,OPTIMAL_SOLUTION,26,31.099,211265
20,OPTIMAL_SOLUTION,27,8.197,64087
21,OPTIMAL_SOLUTION,28,3.588,29565
22,OPTIMAL_SOLUTION,29,7.262,46129
23,OPTIMAL_SOLUTION,30,0.516,2736
24,OPTIMAL_SOLUTION,31,0.706,4433
25,OPTIMAL_SOLUTION,32,55.439,256299
26,OPTIMAL_SOLUTION,33,97.414,607111
27,OPTIMAL_SOLUTION,34,1.59,11421
28,OPTIMAL_SOLUTION,35,1.577,11660
29,OPTIMAL_SOLUTION,36,2.146,11135
30,OPTIMAL_SOLUTION,37,225.242,878910
31,OPTIMAL_SOLUTION,38,0.347,2040
32,OPTIMAL_SOLUTION,39,33.679,198209
33,OPTIMAL_SOLUTION,40,1.17,9101
34,SATISFIED,40,299.555,1712696
35,SATISFIED,40,299.621,1505424
36,SATISFIED,40,299.593,1480132
37,SATISFIED,60,299.638,1349434
38,SATISFIED,60,299.587,1370015
39,SATISFIED,60,299.628,1313630
40,SATISFIED,92,299.57,570724
